step,agent_id,name,role,x,y,place,in_place,stress
8,6,Yui,Communications Officer（通信担当）,8,0,greenhouse,True,1.0
8,7,Hana,Medical Doctor（医師）,0,0,habitat,True,0.0
8,8,Pochi,Mission Dog（ペットの犬）,-38,35,site_A,True,1.0
9,0,Aki,Commander（指揮官）,0,0,habitat,True,0.63
9,1,Ryo,Pilot（パイロット）,25,36,site_B,True,1.0
9,2,Ken,Mechanical Engineer（機械エンジニア）,-8,0,power_plant,True,1.0
9,3,Mina,Life Scientist（生命科学者）,0,0,habitat,True,0.33000000000000007
9,4,Sora,Geologist（地質学者）,25,36,site_B,True,1.0
9,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,10,lab,True,1.0
9,6,Yui,Communications Officer（通信担当）,8,0,greenhouse,True,1.0
9,7,Hana,Medical Doctor（医師）,0,0,habitat,True,0.0
9,8,Pochi,Mission Dog（ペットの犬）,25,36,site_B,True,1.0
10,0,Aki,Commander（指揮官）,0,0,habitat,True,0.4
10,1,Ryo,Pilot（パイロット）,-38,-35,site_C,True,1.0
10,2,Ken,Mechanical Engineer（機械エンジニア）,8,0,greenhouse,True,1.0
10,3,Mina,Life Scientist（生命科学者）,0,10,lab,True,0.6000000000000001
10,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
10,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.87
10,6,Yui,Communications Officer（通信担当）,8,0,greenhouse,True,1.0
10,7,Hana,Medical Doctor（医師）,0,10,lab,True,0.27
10,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
11,0,Aki,Commander（指揮官）,0,0,habitat,True,0.17
11,1,Ryo,Pilot（パイロット）,0,10,lab,True,1.0
11,2,Ken,Mechanical Engineer（機械エンジニア）,-8,0,power_plant,True,1.0
11,3,Mina,Life Scientist（生命科学者）,0,0,habitat,True,0.4700000000000001
11,4,Sora,Geologist（地質学者）,45,-42,site_D,True,1.0
11,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,10,lab,True,1.0
11,6,Yui,Communications Officer（通信担当）,8,0,greenhouse,True,1.0
11,7,Hana,Medical Doctor（医師）,0,0,habitat,True,0.14
11,8,Pochi,Mission Dog（ペットの犬）,45,-42,site_D,True,1.0
12,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
12,1,Ryo,Pilot（パイロット）,-38,-35,site_C,True,1.0
12,2,Ken,Mechanical Engineer（機械エンジニア）,8,0,greenhouse,True,1.0
12,3,Mina,Life Scientist（生命科学者）,0,0,habitat,True,0.24000000000000007
12,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
12,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,10,lab,True,1.0
12,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.87
12,7,Hana,Medical Doctor（医師）,0,0,habitat,True,0.0
12,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
13,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
13,1,Ryo,Pilot（パイロット）,-38,-35,site_C,True,1.0
13,2,Ken,Mechanical Engineer（機械エンジニア）,-8,0,power_plant,True,1.0
13,3,Mina,Life Scientist（生命科学者）,0,0,habitat,True,0.010000000000000075
13,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
13,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.87
13,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.64
13,7,Hana,Medical Doctor（医師）,0,0,habitat,True,0.0
13,8,Pochi,Mission Dog（ペットの犬）,45,-42,site_D,True,1.0
14,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
14,1,Ryo,Pilot（パイロット）,-38,-35,site_C,True,1.0
14,2,Ken,Mechanical Engineer（機械エンジニア）,0,10,lab,True,1.0
14,3,Mina,Life Scientist（生命科学者）,0,10,lab,True,0.2800000000000001
14,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
14,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,10,lab,True,1.0
14,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.41000000000000003
14,7,Hana,Medical Doctor（医師）,0,0,habitat,True,0.0
14,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
15,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
15,1,Ryo,Pilot（パイロット）,-38,-35,site_C,True,1.0
15,2,Ken,Mechanical Engineer（機械エンジニア）,0,-10,rocket_repair_base,True,1.0
15,3,Mina,Life Scientist（生命科学者）,0,10,lab,True,0.45000000000000007
15,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
15,5,Taro,EVA Specialist（船外活動スペシャリスト）,8,0,greenhouse,True,1.0
15,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.18000000000000002
15,7,Hana,Medical Doctor（医師）,0,0,habitat,True,0.0
15,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
16,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
16,1,Ryo,Pilot（パイロット）,-38,-35,site_C,True,1.0
16,2,Ken,Mechanical Engineer（機械エンジニア）,0,10,lab,True,1.0
16,3,Mina,Life Scientist（生命科学者）,0,0,habitat,True,0.32000000000000006
16,4,Sora,Geologist（地質学者）,45,-42,site_D,True,1.0
16,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.87
16,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
16,7,Hana,Medical Doctor（医師）,0,0,habitat,True,0.0
16,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
17,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
17,1,Ryo,Pilot（パイロット）,-38,-35,site_C,True,1.0
17,2,Ken,Mechanical Engineer（機械エンジニア）,0,-10,rocket_repair_base,True,1.0
17,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,0.54
17,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
17,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.64
17,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
17,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,0.22
17,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
18,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
18,1,Ryo,Pilot（パイロット）,45,-42,site_D,True,1.0
18,2,Ken,Mechanical Engineer（機械エンジニア）,0,10,lab,True,1.0
18,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,0.66
18,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
18,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.41000000000000003
18,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
18,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,0.34
18,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
19,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
19,1,Ryo,Pilot（パイロット）,45,-42,site_D,True,1.0
19,2,Ken,Mechanical Engineer（機械エンジニア）,-8,0,power_plant,True,1.0
19,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,0.78
19,4,Sora,Geologist（地質学者）,45,-42,site_D,True,1.0
19,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.18000000000000002
19,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
19,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,0.4600000000000001
19,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
20,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
20,1,Ryo,Pilot（パイロット）,-38,-35,site_C,True,1.0
20,2,Ken,Mechanical Engineer（機械エンジニア）,0,0,habitat,True,0.87
20,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,0.9
20,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
20,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.0
20,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
20,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,0.5800000000000001
20,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
21,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
21,1,Ryo,Pilot（パイロット）,45,-42,site_D,True,1.0
21,2,Ken,Mechanical Engineer（機械エンジニア）,0,0,habitat,True,0.64
21,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,1.0
21,4,Sora,Geologist（地質学者）,45,-42,site_D,True,1.0
21,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.0
21,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
21,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,0.7000000000000001
21,8,Pochi,Mission Dog（ペットの犬）,45,-42,site_D,True,1.0
22,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
22,1,Ryo,Pilot（パイロット）,-38,-35,site_C,True,1.0
22,2,Ken,Mechanical Engineer（機械エンジニア）,-8,0,power_plant,True,0.9600000000000001
22,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,1.0
22,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
22,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.0
22,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
22,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,0.8200000000000001
22,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
23,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
23,1,Ryo,Pilot（パイロット）,45,-42,site_D,True,1.0
23,2,Ken,Mechanical Engineer（機械エンジニア）,0,0,habitat,True,0.8300000000000001
23,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,1.0
23,4,Sora,Geologist（地質学者）,45,-42,site_D,True,1.0
23,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.0
23,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
23,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,0.9400000000000001
23,8,Pochi,Mission Dog（ペットの犬）,45,-42,site_D,True,1.0
24,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
24,1,Ryo,Pilot（パイロット）,-38,-35,site_C,True,1.0
24,2,Ken,Mechanical Engineer（機械エンジニア）,0,0,habitat,True,0.6000000000000001
24,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,1.0
24,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
24,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.0
24,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
24,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,1.0
24,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
25,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
25,1,Ryo,Pilot（パイロット）,45,-42,site_D,True,1.0
25,2,Ken,Mechanical Engineer（機械エンジニア）,0,0,habitat,True,0.3700000000000001
25,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,1.0
25,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
25,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.0
25,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
25,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,1.0
25,8,Pochi,Mission Dog（ペットの犬）,45,-42,site_D,True,1.0
26,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
26,1,Ryo,Pilot（パイロット）,-38,-35,site_C,True,1.0
26,2,Ken,Mechanical Engineer（機械エンジニア）,0,0,habitat,True,0.1400000000000001
26,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,1.0
26,4,Sora,Geologist（地質学者）,45,-42,site_D,True,1.0
26,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.0
26,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
26,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,1.0
26,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
27,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
27,1,Ryo,Pilot（パイロット）,45,-42,site_D,True,1.0
27,2,Ken,Mechanical Engineer（機械エンジニア）,0,0,habitat,True,0.0
27,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,1.0
27,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
27,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.0
27,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
27,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,1.0
27,8,Pochi,Mission Dog（ペットの犬）,45,-42,site_D,True,1.0
28,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
28,1,Ryo,Pilot（パイロット）,-38,-35,site_C,True,1.0
28,2,Ken,Mechanical Engineer（機械エンジニア）,0,0,habitat,True,0.0
28,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,1.0
28,4,Sora,Geologist（地質学者）,45,-42,site_D,True,1.0
28,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.0
28,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
28,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,1.0
28,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
29,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
29,1,Ryo,Pilot（パイロット）,45,-42,site_D,True,1.0
29,2,Ken,Mechanical Engineer（機械エンジニア）,0,0,habitat,True,0.0
29,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,1.0
29,4,Sora,Geologist（地質学者）,-38,-35,site_C,True,1.0
29,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.0
29,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
29,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,1.0
29,8,Pochi,Mission Dog（ペットの犬）,45,-42,site_D,True,1.0
30,0,Aki,Commander（指揮官）,0,0,habitat,True,0.0
30,1,Ryo,Pilot（パイロット）,0,10,lab,True,1.0
30,2,Ken,Mechanical Engineer（機械エンジニア）,0,0,habitat,True,0.0
30,3,Mina,Life Scientist（生命科学者）,8,0,greenhouse,True,1.0
30,4,Sora,Geologist（地質学者）,45,-42,site_D,True,1.0
30,5,Taro,EVA Specialist（船外活動スペシャリスト）,0,0,habitat,True,0.0
30,6,Yui,Communications Officer（通信担当）,0,0,habitat,True,0.0
30,7,Hana,Medical Doctor（医師）,8,0,greenhouse,True,1.0
30,8,Pochi,Mission Dog（ペットの犬）,-38,-35,site_C,True,1.0
